Customer_ID,Age,Energy_Consumption,Location,Time_of_Use,Previous_Bills,Average_Temperature,Energy_Usage_History,Payment_Method,Consumption_Type
afc66bbd-329b-4015-ba34-6653ca92dc4c,72,347.0,Suburban,Night,231.0,19.86224593136019,Normal,Credit Card,Residential
894bd6c0-7170-4b80-b702-55c54a5b2617,20,385.0,Urban,Day,386.0,23.234877020092213,Abnormal,Credit Card,Commercial
618d3ca5-ff32-4ab6-ac83-5b9235ec64f8,48,109.0,Suburban,Night,428.0,30.92326945662535,Abnormal,Debit Card,Commercial
91005b06-aea1-445a-8d88-a5b0ce135949,25,129.0,Suburban,Day,216.0,18.996771323855334,Abnormal,Cash,Commercial
bbe2638d-4230-476e-9b12-b21aaa6c1020,22,879.0,Rural,Day,485.0,15.750052532178307,Abnormal,Debit Card,Residential
bc336171-8a0b-45eb-9d03-b1c2707d7be7,45,170.0,Urban,Night,372.0,23.107743355277204,Abnormal,Debit Card,Residential
a43c426a-cd84-4407-96f2-1e2dfedae9dd,47,577.0,Rural,Night,345.0,17.522026767226325,Normal,Debit Card,Commercial
76043072-b8a3-401c-ab45-fc6e567c980b,47,710.0,Suburban,Night,87.0,24.235328663303044,Abnormal,Debit Card,Residential
1e6dd101-e410-4158-804b-9238021da607,38,880.0,Urban,Day,67.0,18.890877899588546,Abnormal,Credit Card,Residential
b47c8827-b863-4489-84bf-eae6698cad5f,61,145.0,Suburban,Day,362.0,20.275423479810556,Normal,Credit Card,Residential
b3167406-32d2-42c0-83a3-d9014c4b7205,58,295.0,Urban,Night,78.0,19.09421738543095,Abnormal,Cash,Commercial
5cf85461-3fb1-4da0-b654-8afb979c7a57,57,308.0,Suburban,Night,457.0,20.875727761719176,Abnormal,Credit Card,Commercial
a2efae9f-7b8b-4071-9444-043162f0f0d0,31,564.0,Suburban,Day,195.0,25.21851948700635,Normal,Debit Card,Residential
9919ea5f-9082-4904-80c9-f7d1800b6996,23,888.0,Rural,Night,223.0,30.512923814810623,Abnormal,Cash,Commercial
cd5746ff-e47a-4b54-a095-1e40b2c945ca,77,632.0,Rural,Day,106.0,26.898209968356795,Abnormal,Debit Card,Residential
9d78c631-edf6-49a8-a05c-16632febcc03,70,823.0,Urban,Night,365.0,30.30871089812467,Normal,Cash,Residential
5e4c80d1-d0ce-43d7-9e71-c90f60ea8b93,71,551.0,Urban,Night,456.0,23.446698700763687,Abnormal,Debit Card,Residential
6fe2c0df-1246-4b0b-ab8e-c7b8989eb0f7,54,550.0,Suburban,Night,282.0,16.348647073412888,Abnormal,Credit Card,Commercial
1abd8f89-513c-410e-acbd-37425f782012,44,856.0,Rural,Night,316.0,21.121741714200077,Normal,Credit Card,Residential
cf12dc56-72f9-4afd-87cd-170c91a48c42,24,995.0,Rural,Day,324.0,29.201699417556686,Abnormal,Credit Card,Residential
c6e7f741-d7aa-4bf7-8bbf-97c5f7c680f0,64,469.0,Rural,Night,155.0,20.70107271652379,Abnormal,Debit Card,Residential
248fc607-3223-4dba-9696-2195be983ccb,53,741.0,Rural,Day,128.0,25.463589249307624,Abnormal,Credit Card,Commercial
5599a506-47e9-4bc1-9e9e-28728d8836c9,47,559.0,Urban,Night,274.0,16.66553138915274,Abnormal,Debit Card,Residential
e2a7bfc1-7642-470c-9900-8582b3c425bb,47,470.0,Urban,Day,174.0,30.538822842515906,Abnormal,Debit Card,Commercial
a752b3bf-e0ee-4d52-872d-865a59675c78,29,705.0,Rural,Night,103.0,24.992227922131782,Abnormal,Debit Card,Residential
fce6e881-2b49-4b14-a821-124fcae84f02,49,991.0,Urban,Day,219.0,27.488642679757945,Normal,Credit Card,Commercial
94a93300-d6fc-4401-81b8-4579d0d387de,70,458.0,Rural,Night,265.0,21.49990395819046,Normal,Credit Card,Commercial
181aa4d5-4645-414f-8dec-37d337d9f584,32,718.0,Rural,Night,229.0,19.963051801562358,Normal,Cash,Commercial
fa4b006d-148b-480c-ace5-d3d8f62aeb9f,56,666.0,Suburban,Day,299.0,32.53506488353612,Normal,Cash,Residential
b71299d1-6208-451d-bd2f-678f420c7475,69,429.0,Suburban,Day,152.0,25.525117047205608,Abnormal,Credit Card,Commercial
8a4f403e-4ccb-431f-b990-17553b88b3d6,67,429.0,Urban,Night,106.0,32.52050743611377,Normal,Cash,Residential
32e05198-0028-45c1-8d3a-a0eca0fa3de5,64,924.0,Urban,Day,293.0,27.822996760368824,Normal,Credit Card,Residential
b6f9a744-c8f6-49ac-8351-b5ef007dc10c,49,226.0,Rural,Day,499.0,28.80370112323665,Abnormal,Debit Card,Commercial
9a15a9d5-d187-4b1c-bebc-5166b90c1f95,47,927.0,Suburban,Night,481.0,34.63604488033974,Normal,Debit Card,Commercial
ec0adf7c-9031-4ab7-82d6-70aac22cf45b,78,845.0,Rural,Night,146.0,15.223040896176395,Abnormal,Debit Card,Residential
bbcc927a-f6e6-4ba0-83ba-b9fb0fc847c7,30,815.0,Rural,Night,332.0,18.74209598793441,Normal,Credit Card,Residential
6fb52cc9-3409-402e-a8f1-4991e09ec677,27,229.0,Urban,Night,,33.05336778680233,Normal,Debit Card,Residential
097c78a2-1f89-426f-abbb-a0d12bcbbb41,31,448.0,Suburban,Day,462.0,33.093292702922426,Normal,Cash,Residential
1710c75f-5ba8-4252-b49e-e56e200e9c2e,24,725.0,Suburban,Day,352.0,,Normal,Debit Card,Residential
5611dfcb-24a7-46a8-9c68-d7c9af5d1c58,21,312.0,Rural,Night,408.0,33.67352111171209,Abnormal,Cash,Commercial
d615bac5-71fa-435c-a948-fa357dd811fe,72,394.0,Urban,Day,184.0,20.430473884704227,Normal,Credit Card,Residential
16dd809c-d6d5-4dd5-ad86-542ce34317c8,21,321.0,Rural,Night,80.0,22.98583488295786,Normal,Credit Card,Commercial
ba210cb0-099e-44c8-8616-0c8360746afd,34,940.0,Suburban,Night,331.0,15.149720657983814,Normal,Debit Card,Commercial
bcf29811-c87b-452b-b6f5-910f48d67029,52,192.0,Urban,Day,148.0,23.15393162113189,Normal,Debit Card,Commercial
bf710653-9a27-4624-8b9d-6e88cbb8933b,63,441.0,Suburban,Day,452.0,34.1386981808661,Abnormal,Cash,Commercial
e1bd6bf2-d701-469a-8a44-3941ec5ad97b,39,128.0,Urban,Day,212.0,27.53561334583435,Abnormal,Cash,Residential
c68061f7-d7d6-4ae1-abed-8fc6467c820d,48,318.0,Rural,Day,114.0,33.09542729722577,Normal,Debit Card,Commercial
f1859eab-62dc-4df0-95ba-1b05bf81538d,18,462.0,Suburban,Day,452.0,19.48678998276427,Normal,Cash,Commercial
411429a7-c838-464a-8f9a-15f1368bf25a,24,282.0,Rural,Day,400.0,18.174135625179385,Normal,Cash,Commercial
4303a6cd-9e34-405c-b553-7077b23f5948,48,841.0,Suburban,Day,435.0,,Abnormal,Credit Card,Commercial
306e74ed-4685-461d-b7d6-e9cdf8e9ae1b,64,200.0,Suburban,Night,52.0,28.27741185552057,Abnormal,Cash,Commercial
4a0a8bab-32c3-4108-ba11-bf13827a7f19,43,168.0,Rural,Day,446.0,15.614449196707671,Abnormal,Debit Card,Commercial
83b4e6a2-1c69-4162-a698-e94123253678,35,476.0,Rural,Day,,27.377785911308628,Abnormal,Debit Card,Residential
6adc1e60-ba80-40c3-be19-2870d7c52761,39,278.0,Urban,Night,91.0,34.032794457271265,Abnormal,Debit Card,Residential
d5c08efd-42ea-4e46-87ca-787610d46cfa,55,338.0,Urban,Night,132.0,29.641446308305287,Abnormal,Credit Card,Residential
5d8d4811-f047-4ce4-a3bf-303bdc6eca8a,48,964.0,Urban,Day,116.0,17.178553536042138,Normal,Debit Card,Commercial
466b65c1-6c1b-42ff-9793-8381496a950c,71,391.0,Urban,Day,267.0,18.360743964734482,Abnormal,Cash,Residential
4001a620-06c8-4c44-a633-454872abb310,37,305.0,Rural,Day,376.0,15.138584631095394,Abnormal,Credit Card,Residential
f886ff13-abf8-4378-b5e6-fe31017f66dd,21,760.0,Urban,Day,164.0,24.22654113317793,Abnormal,Credit Card,Residential
a996fa2f-c973-4c1a-ae08-ae179ba3adab,48,256.0,Suburban,Day,241.0,34.41663440348488,Abnormal,Cash,Residential
e7d1eea8-5e8c-47f9-bbf8-3017c0467feb,27,369.0,Urban,Night,344.0,32.06736384382724,Normal,Credit Card,Commercial
532e7dcd-bfd2-4d0e-bf27-2209595043ee,30,827.0,Rural,Day,264.0,20.068842106908647,Normal,Debit Card,Residential
f11cdb22-f240-4d57-9e15-b63a874d0ec9,42,244.0,Suburban,Day,166.0,31.15493102010959,Abnormal,Credit Card,Commercial
d7786fd8-024d-4307-ae9c-761890102f1a,21,945.0,Suburban,Day,352.0,23.44879192095633,Abnormal,Debit Card,Commercial
f74258ad-fbce-443d-bcd6-d4ede1a6620c,26,792.0,Urban,Night,422.0,29.460954924793473,Normal,Debit Card,Commercial
b8eb4cd7-c4b3-4018-8f5d-12b2d62f6b71,70,721.0,Rural,Night,413.0,22.644520151090166,Normal,Credit Card,Residential
78cc848e-d89a-40b5-8614-4dd1bcf5bbf4,55,923.0,Suburban,Day,421.0,21.72843645044588,Normal,Debit Card,Commercial
e80a55f8-087b-43b4-a407-39ee2179aa7a,48,437.0,Urban,Day,65.0,16.732990910362552,Abnormal,Debit Card,Commercial
02c79318-edfe-4b2d-8027-eb8aafc7a042,38,186.0,Rural,Day,385.0,23.94135962957102,Abnormal,Debit Card,Residential
e79a9a63-c37a-4955-854e-93b9fb9ee919,49,397.0,Urban,Day,499.0,24.66914081655093,Abnormal,Debit Card,Residential
8e6c99c6-fade-485c-ae67-acb869e184f7,55,920.0,Rural,Night,300.0,16.087253784284627,Abnormal,Debit Card,Residential
d1837c87-7591-4916-a436-414582647319,44,548.0,Urban,Day,253.0,24.998039544088698,Normal,Cash,Commercial
e6e54d79-ee4d-4b6d-9c20-83c749eae3b8,60,892.0,Suburban,Day,198.0,15.528975743903846,Normal,Debit Card,Residential
06440a87-aec0-4106-ba49-425af03deb5c,29,795.0,Suburban,Night,92.0,34.817212765153,Normal,Credit Card,Residential
1c3eb6f1-00a3-4cf1-8639-249f56d96434,24,825.0,Urban,Night,295.0,27.683765589356728,Abnormal,Cash,Residential
03f0c8c4-c466-4a08-b4e4-f32c1e3353b2,51,650.0,Suburban,Day,224.0,19.099434063727976,Normal,Debit Card,Commercial
73c9c995-b092-4d25-ac96-23ca3277e234,44,313.0,Urban,Day,344.0,32.848436412570024,Abnormal,Debit Card,Commercial
cdafafdb-d524-41c1-a939-087f517f46ff,36,932.0,Urban,Night,469.0,33.333365477797116,Abnormal,Credit Card,Residential
191f122a-f585-463a-a177-642fc7b92dc2,41,908.0,Rural,Night,284.0,27.283602261916084,Normal,Debit Card,Residential
27f1fa6f-e8e0-46db-bdc3-b579255f20ce,39,705.0,Urban,Day,235.0,20.315963825191474,Normal,Cash,Residential
9bfb0945-67c4-4d95-b515-94b5c1498455,70,391.0,Urban,Night,61.0,28.91482779442697,Abnormal,Credit Card,Commercial
407044d8-2baa-4e9f-86c2-e2ee46bd66a5,43,316.0,Suburban,Night,115.0,15.29262074953239,Abnormal,Cash,Residential
1451f846-48b2-4360-a459-8e6ec1edaeb1,28,465.0,Suburban,Day,199.0,21.80627251822152,Normal,Debit Card,Commercial
4cf50ba7-cf64-4c24-986f-4d476c983934,78,837.0,Urban,Day,258.0,32.94650917278116,Normal,Debit Card,Residential
271ed09b-6147-4f49-af83-981810b7fdc0,65,448.0,Suburban,Night,133.0,34.75238631939544,Normal,Debit Card,Commercial
61a2bc3b-86e2-498d-a5de-2b53b1ca3f4a,28,392.0,Urban,Day,243.0,19.76305251316066,Normal,Credit Card,Residential
1a07163f-17b3-40d4-bcbb-7497c57e2e4e,20,118.0,Suburban,Night,96.0,29.266547327602982,Abnormal,Debit Card,Commercial
9b4af957-0667-4e6a-aa0c-0c299eed545b,68,710.0,Urban,Night,470.0,33.76557287525226,Normal,Credit Card,Commercial
d0a68d87-3543-4889-9b12-42fc39ef831e,44,,Rural,Night,125.0,16.092388258422222,Abnormal,Debit Card,Residential
7bbae692-0947-44a9-a9b2-c98899668ce4,61,227.0,Suburban,Night,421.0,19.78252705422308,Abnormal,Credit Card,Residential
76e0dd9f-f5a4-4a8b-8e35-ee3e33bd23dd,19,462.0,Urban,Day,317.0,17.14536244546776,Abnormal,Debit Card,Residential
0be51eb4-f9cb-427b-9bcb-f181edee235f,37,725.0,Suburban,Night,325.0,31.825464463810764,Normal,Credit Card,Commercial
c4bc9499-96f9-4b21-ae90-9c0bbdac230f,59,508.0,Suburban,Night,433.0,19.674208899849507,Abnormal,Cash,Residential
bebe6433-1ecf-41fb-b239-9102cd0788f3,29,436.0,Suburban,Day,227.0,25.68321089111188,Normal,Cash,Commercial
992e9983-c5af-4a93-a143-055222c47a2f,57,484.0,Suburban,Day,278.0,32.45283773341977,Abnormal,Cash,Commercial
ad695b4f-18ed-4487-8ba4-c39becd5dee5,70,899.0,Rural,Day,202.0,28.858612824193205,Abnormal,Credit Card,Commercial
b616558b-ab73-4f92-9059-87b21ca03bbf,29,212.0,Urban,Night,436.0,28.249399618957803,Abnormal,Credit Card,Residential
51f47705-0616-4cdc-9510-6d0e723e77d1,71,849.0,Rural,Day,298.0,29.026030574456506,Abnormal,Cash,Residential
ca17b61e-8220-4788-b45c-655704507503,38,162.0,Suburban,Day,309.0,33.616577765007904,Normal,Credit Card,Residential
c2b1db39-a0ac-4d93-841d-0a0ccebccc7e,79,443.0,Suburban,Day,59.0,33.60258684700791,Abnormal,Credit Card,Residential
b14df82d-79b0-44a3-8a93-79c35d82edd8,51,861.0,Suburban,Day,209.0,18.59732918767516,Abnormal,Credit Card,Residential
8beaf00e-b016-4933-8812-bf2a6b0a5a24,35,145.0,Rural,Night,325.0,16.58694049730547,Normal,Debit Card,Residential
aec3c9fa-1a23-497b-880b-48c43fd4a7b9,19,893.0,Urban,Day,249.0,33.65534604877412,Normal,Debit Card,Residential
1999428b-0086-4801-818f-b92d35d5c3f2,72,944.0,Suburban,Night,140.0,23.951345313893285,Normal,Debit Card,Residential
3726d547-a5f5-4ba8-a1b8-eefcd1cef298,52,836.0,Rural,Day,,17.488070086998064,Normal,Credit Card,Residential
3c44a6fc-5ce3-4ce6-87b5-6d7e9687f234,27,681.0,Rural,Night,170.0,26.88797760138852,Normal,Debit Card,Commercial
fd0b9660-f732-42bd-ad59-671cc729ec58,38,992.0,Suburban,Day,459.0,31.157412984190216,Normal,Credit Card,Residential
5da3b116-15c0-4d6e-b1e4-096e564b85f2,62,807.0,Rural,Day,132.0,17.591393159292117,Normal,Debit Card,Residential
f3ac75df-65ea-45c8-9620-49aeab56fcc2,40,104.0,Urban,Night,308.0,34.10106471941334,Abnormal,Credit Card,Residential
d4686ab3-70af-42ed-9f12-8e57ad3928c0,77,639.0,Suburban,Night,149.0,22.50832113089971,Abnormal,Credit Card,Commercial
036fcde9-4a18-47ba-91ab-7c3fd4ccc10a,25,885.0,Rural,Day,350.0,20.628641220791227,Normal,Cash,Residential
21a6754a-ccf7-495c-a477-e42c76964c1a,24,103.0,Urban,Night,82.0,28.068101578336634,Abnormal,Cash,Residential
115b6f31-6780-4af9-928d-ff43e24c7679,18,,Rural,Day,307.0,26.31408322595952,Normal,Credit Card,Commercial
20077a84-5f50-43e7-b98a-0a23b0a1c510,42,573.0,Urban,Night,490.0,23.8071809795878,Abnormal,Credit Card,Residential
bf61322e-9425-4130-9828-c960c8b4b7e4,41,633.0,Suburban,Night,476.0,19.790774708661882,Normal,Debit Card,Residential
409d8ece-0363-4906-a8d8-fc6c316c1dbe,57,250.0,Rural,Night,488.0,16.15445679400824,Abnormal,Cash,Residential
ef80cb9d-e700-44a4-93f3-b35e8f547aab,64,113.0,Suburban,Night,60.0,18.560917281636303,Normal,Debit Card,Residential
6a43a983-274b-470f-8622-35f69701ad3c,63,363.0,Rural,Night,325.0,30.546701015140876,Abnormal,Cash,Residential
b7775f24-87a1-43bb-bb76-d6a4aa2b0a1c,42,865.0,Suburban,Day,147.0,18.025381271059246,Normal,Credit Card,Residential
b6813fce-7902-4fc4-8039-363ae0be7162,65,795.0,Suburban,Day,94.0,17.059656229697275,Abnormal,Credit Card,Residential
2279ef50-606a-49ec-b3d2-ed933d24de91,57,721.0,Urban,Day,174.0,25.95340619988903,Normal,Credit Card,Commercial
3e3ace47-e538-4f32-9b47-99ab20df748d,66,645.0,Rural,Day,,30.5308057111816,Normal,Debit Card,Commercial
e70f0b70-9d00-4b57-8fb9-8b3463499929,77,507.0,Suburban,Night,234.0,33.411461370853644,Normal,Credit Card,Commercial
79d78f7a-4c55-4513-a3d1-95c82cf91164,36,301.0,Urban,Night,53.0,21.59801360474654,Normal,Debit Card,Commercial
388ca8e5-4d51-4bf0-9461-cc30004eed75,61,872.0,Urban,Day,383.0,,Normal,Debit Card,Commercial
1cd17b23-3b2a-49d1-a7bb-d6a604c99343,54,860.0,Urban,Night,447.0,34.569568628412384,Normal,Debit Card,Commercial
c9ede6f1-4217-4cb8-bb7a-388fb18e010b,24,849.0,Suburban,Day,477.0,33.76439197012387,Abnormal,Credit Card,Residential
115e8f0f-683c-4f72-b80d-ff5b5f5751f3,19,567.0,Urban,Day,,34.880737678407144,Normal,Credit Card,Commercial
418085a1-8605-4a8c-8c49-b94b0da053c9,45,676.0,Rural,Night,59.0,20.57705411805113,Abnormal,Credit Card,Commercial
0a07308d-6c9d-4b9a-a37a-ac5472a070f5,36,287.0,Suburban,Day,296.0,23.981170230707832,Abnormal,Cash,Residential
dc509b97-f9c3-43d8-b23e-160285cdbba0,54,289.0,Suburban,Night,59.0,29.393288178044266,Abnormal,Debit Card,Commercial
748df2c4-69db-4853-af72-fe2bdaaf4712,42,630.0,Urban,Day,429.0,31.565743588711715,Normal,Credit Card,Commercial
ace641c3-dd74-41d3-8bac-322049fa8903,53,720.0,Urban,Night,62.0,21.261023647316783,Normal,Credit Card,Residential
d104879e-70b5-402a-9421-7da8668886f4,30,530.0,Rural,Day,66.0,25.66259687415325,Abnormal,Credit Card,Residential
d4d6dfb2-510a-40b9-9a31-ddd0be516c05,66,209.0,Suburban,Day,405.0,24.775172688433365,Abnormal,Cash,Commercial
10933b86-6cc2-499f-9188-87f916e796c2,30,244.0,Suburban,Day,264.0,,Abnormal,Credit Card,Residential
eb0a3640-4220-44ed-85a0-3cf7f0433c37,40,854.0,Rural,Night,56.0,27.815176493451112,Abnormal,Cash,Commercial
7dc82799-abf8-443d-95b4-da22bffa6026,56,762.0,Rural,Day,201.0,19.997294915577726,Abnormal,Debit Card,Commercial
8159bb44-709f-47ad-9d83-7598df1f86e8,37,325.0,Rural,Day,269.0,23.484783609599695,Normal,Credit Card,Residential
0bb17dc6-8e61-4085-bfa2-243c3459b409,32,966.0,Suburban,Night,279.0,32.23540235364612,Abnormal,Cash,Commercial
3a4c6fa5-8e0a-4ba3-8920-4290ad081b6e,27,145.0,Rural,Night,150.0,29.791820330206725,Normal,Debit Card,Commercial
cb9e3524-a778-4766-a738-f0ba9282a26b,23,761.0,Rural,Night,315.0,15.980813275633253,Normal,Debit Card,Residential
538cecc1-bcae-43ad-b6bf-9020ea4ef06b,71,528.0,Rural,Night,188.0,18.423917891865386,Abnormal,Cash,Commercial
3874ec05-82a7-4b07-a138-777ffebdd062,19,436.0,Rural,Day,73.0,16.02342789784271,Normal,Cash,Commercial
0416c29a-faa5-4fc4-b3f0-9e9c0ec94e34,37,600.0,Urban,Day,84.0,34.593192030544955,Abnormal,Debit Card,Residential
2afa2a2b-34d8-4b20-93d0-a41f76495c82,46,709.0,Urban,Day,474.0,27.810074690672156,Abnormal,Debit Card,Commercial
30a2d98a-e0e0-43fa-b2ea-add35e2d51c8,35,549.0,Urban,Day,360.0,27.837874432158653,Abnormal,Debit Card,Commercial
f65ffd54-cfae-4360-a437-478b38c223e0,60,179.0,Rural,Day,191.0,28.73071213339324,Normal,Cash,Residential
f2c5c0ab-ce8e-48c3-900a-75d6bfd565ad,68,420.0,Suburban,Day,243.0,17.21536186311698,Abnormal,Debit Card,Residential
46acaba7-cb6c-4fb2-b43b-5ffe038ff53a,29,426.0,Urban,Day,447.0,23.3850951033188,Normal,Cash,Residential
be6e905a-7ae7-4cd0-a5fe-36df396c1f6a,36,475.0,Rural,Night,124.0,31.89181874341687,Abnormal,Credit Card,Residential
5e3d9322-ca39-4d3c-919e-c91350b22579,79,477.0,Suburban,Day,190.0,33.49886117267653,Normal,Cash,Residential
2c2cfe9e-0042-4316-9da9-96915d928eb3,55,437.0,Rural,Night,291.0,27.699531165611518,Abnormal,Credit Card,Commercial
c02026b1-2be6-483e-b82d-3365a37e8247,68,124.0,Rural,Day,434.0,17.845389936302894,Normal,Debit Card,Residential
8f5b74c7-844a-43c3-83b6-3f57e1f22c12,20,625.0,Rural,Day,494.0,34.970800942468045,Normal,Credit Card,Residential
2d7fbbfa-77e2-42ff-b31d-56dcd2ef778a,66,291.0,Rural,Day,193.0,32.608319494632866,Abnormal,Cash,Residential
4e90a655-a354-472f-8ca0-b940da681c7e,61,298.0,Rural,Night,208.0,17.78797766938291,Normal,Debit Card,Residential
4f8e2704-ab2c-407c-b80d-3a2206995783,73,552.0,Suburban,Night,179.0,30.03491098799151,Normal,Credit Card,Commercial
66f1c09f-56c2-41ee-a26b-3391ee28e734,62,345.0,Urban,Day,410.0,20.836046303697625,Normal,Cash,Commercial
ad8df479-2f87-42c1-ae35-d707860cf1e5,46,119.0,Urban,Day,225.0,29.36200824636241,Abnormal,Cash,Residential
1fdc0ee0-9370-4e82-b349-42ca45443ab9,70,,Suburban,Night,160.0,29.72096434770536,Abnormal,Cash,Commercial
660a9de2-f1b0-4e9c-b7ff-c1972576f947,33,376.0,Suburban,Day,238.0,34.305358306608056,Abnormal,Cash,Residential
f29717b4-9e59-4289-9540-24bde9623f43,50,822.0,Suburban,Day,427.0,23.35560777201554,Normal,Debit Card,Commercial
f2ca8adb-48f8-446c-846b-f138be395812,62,859.0,Urban,Day,262.0,24.285478876745522,Abnormal,Credit Card,Commercial
b7b5ed64-00d1-4987-8168-2423b2be0564,76,110.0,Suburban,Night,118.0,26.07515211671607,Abnormal,Credit Card,Residential
